Time	pHLumen	pHStroma	FractionActiveCytochrome	lumenCharge	stromaCharge	TotalChargeDifference	deltapsi	deltapH	pmf	deltamuCl	deltamuMg	deltamuK	LightIntensity	ATP	ActiveATPs	Antheraxanthin	Fdxox	Fdxr	LumenCl	LumenK	LumenMg	LumenProtons	OSM	P680ex	P680plus	P700ox	P700r	PCr	PQ	PQH2	PSIIChlEx	PheAnion	PsbSQ	QAox	QBneut	QBred1	QBred2	Thrdx	TotalLEF	Volume	Zeaxanthin
613.6744	4.9609		0.089608	0.022141		1.6526e-07	0.16526	2.2391	0.29853	-0.12593	0.036901	0.098504	1000	221.4748	0.093719	0.33825	0.98246	0.017542	0.045787	0.00075608	1.1677e-07	0.067172	0.049981	3.0504e-08	1.1092e-06	0.9949	0.0051013	0.0029385	0.20016	9.6769	3.9078e-07	0.00092875	0.72701	8.1396e-05	0.0047537	0.010416	0.10774	0.17548	378.9582	1.3328e-09	0.046592
613.8883	4.9579		0.088935	0.022098		1.6197e-07	0.16197	2.2421	0.29542	-0.12256	0.030135	0.095428	1000	224.1754	0.094505	0.34201	0.98259	0.017413	0.045926	0.00076225	1.159e-07	0.067262	0.050199	3.0277e-08	1.0871e-06	0.99494	0.0050632	0.0029169	0.19861	9.6788	3.8921e-07	0.0011548	0.73279	6.1601e-05	0.0046589	0.010205	0.10768	0.17419	382.698	1.3386e-09	0.048044
614.1023	4.955		0.08829	0.022057		1.5879e-07	0.15879	2.245	0.29242	-0.11931	0.023625	0.092467	1000	226.8589	0.095284	0.34571	0.98271	0.01729	0.04606	0.00076867	1.1521e-07	0.067349	0.050411	3.0044e-08	1.0662e-06	0.99497	0.0050267	0.0028961	0.19711	9.6807	3.8758e-07	0.0014093	0.73844	4.7529e-05	0.0045691	0.010005	0.10762	0.17295	386.4108	1.3443e-09	0.049511
614.3163	4.9523		0.087671	0.022017		1.5572e-07	0.15572	2.2477	0.28951	-0.11616	0.017359	0.089615	1000	229.5259	0.096057	0.34935	0.98283	0.017171	0.046191	0.00077532	1.1469e-07	0.067432	0.050617	2.9808e-08	1.0463e-06	0.99501	0.0049916	0.0028761	0.19568	9.6825	3.8593e-07	0.0016926	0.74398	3.7588e-05	0.004484	0.0098169	0.10757	0.17177	390.0977	1.3498e-09	0.050994
614.6259	4.9484		0.08682	0.021962		1.5144e-07	0.15144	2.2516	0.28546	-0.11178	0.008702	0.085671	1000	233.3568	0.097162	0.35452	0.98299	0.017008	0.046372	0.00078533	1.1422e-07	0.067548	0.050906	2.9462e-08	1.0194e-06	0.99506	0.0049434	0.0028486	0.19372	9.6849	3.835e-07	0.0021536	0.75178	2.7364e-05	0.0043683	0.0095617	0.10749	0.17013	395.3884	1.3575e-09	0.053167
614.9355	4.9447		0.086017	0.021909		1.4736e-07	0.14736	2.2553	0.2816	-0.1076	0.00049963	0.08193	1000	237.1567	0.098253	0.35956	0.98315	0.016854	0.046546	0.00079577	1.1405e-07	0.067659	0.051183	2.9115e-08	9.9429e-07	0.9951	0.0048979	0.0028228	0.19187	9.6871	3.8107e-07	0.0026763	0.75935	2.063e-05	0.0042607	0.009325	0.10741	0.16859	400.63	1.3649e-09	0.055371
614.9439	4.9446		0.085996	0.021908		1.4725e-07	0.14725	2.2554	0.2815	-0.10749	0.00028418	0.081832	1000	237.2589	0.098283	0.35969	0.98315	0.01685	0.04655	0.00079605	1.1405e-07	0.067662	0.051191	2.9106e-08	9.9364e-07	0.9951	0.0048967	0.0028221	0.19182	9.6872	3.81e-07	0.0026912	0.75955	2.0389e-05	0.0042579	0.0093189	0.10741	0.16855	400.7708	1.3651e-09	0.055431
614.9522	4.9445		0.085975	0.021906		1.4714e-07	0.14714	2.2555	0.2814	-0.10738	6.9037e-05	0.081733	1000	237.361	0.098312	0.35983	0.98315	0.016846	0.046555	0.00079634	1.1405e-07	0.067665	0.051198	2.9097e-08	9.9299e-07	0.9951	0.0048955	0.0028214	0.19177	9.6873	3.8094e-07	0.0027062	0.75975	2.0241e-05	0.0042551	0.0093127	0.10741	0.16851	400.9117	1.3653e-09	0.055491
614.9606	4.9444		0.085954	0.021905		1.4704e-07	0.14704	2.2556	0.2813	-0.10728	0.0012382	0.081636	1000	237.4632	0.098341	0.35996	0.98316	0.016842	0.046559	0.00079663	1.2031e-07	0.067667	0.051205	2.9087e-08	9.9234e-07	0.99511	0.0048943	0.0028207	0.19172	9.6873	3.8087e-07	0.0027212	0.75995	2.0082e-05	0.0042524	0.0093066	0.10741	0.16847	401.0525	1.3655e-09	0.055551
614.969	4.9443		0.085933	0.021904		1.4693e-07	0.14693	2.2557	0.2812	-0.10717	0.0021004	0.081539	1000	237.5653	0.098371	0.3601	0.98316	0.016838	0.046564	0.00079692	1.2542e-07	0.06767	0.051213	2.9078e-08	9.917e-07	0.99511	0.0048931	0.00282	0.19167	9.6874	3.8081e-07	0.0027362	0.76015	1.9944e-05	0.0042496	0.0093005	0.10741	0.16843	401.1932	1.3657e-09	0.055611
614.9773	4.9442		0.085913	0.021902		1.4682e-07	0.14682	2.2558	0.28109	-0.10706	0.0022322	0.081442	1000	237.6674	0.0984	0.36023	0.98317	0.016834	0.046569	0.00079721	1.2711e-07	0.067673	0.05122	2.9069e-08	9.9105e-07	0.99511	0.004892	0.0028194	0.19163	9.6874	3.8074e-07	0.0027513	0.76035	1.9791e-05	0.0042468	0.0092944	0.1074	0.16839	401.334	1.3659e-09	0.055671
614.9879	4.9441		0.085886	0.0219		1.4669e-07	0.14669	2.2559	0.28097	-0.10692	0.0020698	0.081318	1000	237.7967	0.098437	0.3604	0.98317	0.016829	0.046574	0.00079757	1.2765e-07	0.067677	0.051229	2.9057e-08	9.9023e-07	0.99511	0.0048905	0.0028185	0.19156	9.6875	3.8066e-07	0.0027706	0.76061	1.9608e-05	0.0042433	0.0092867	0.1074	0.16834	401.5122	1.3661e-09	0.055747
614.9985	4.944		0.08586	0.021899		1.4655e-07	0.14655	2.256	0.28084	-0.10678	0.0017979	0.081194	1000	237.926	0.098474	0.36057	0.98318	0.016824	0.04658	0.00079794	1.2764e-07	0.067681	0.051238	2.9045e-08	9.8942e-07	0.99511	0.004889	0.0028177	0.1915	9.6876	3.8058e-07	0.0027899	0.76086	1.9426e-05	0.0042398	0.009279	0.1074	0.16829	401.6904	1.3664e-09	0.055823
615.0091	4.9439		0.085834	0.021897		1.4642e-07	0.14642	2.2561	0.28071	-0.10664	0.0015158	0.081071	1000	238.0552	0.098511	0.36074	0.98318	0.016819	0.046586	0.00079831	1.2759e-07	0.067684	0.051248	2.9033e-08	9.886e-07	0.99511	0.0048875	0.0028168	0.19144	9.6877	3.8049e-07	0.0028094	0.76111	1.9245e-05	0.0042363	0.0092713	0.1074	0.16824	401.8685	1.3666e-09	0.055899
615.0197	4.9437		0.085807	0.021895		1.4628e-07	0.14628	2.2563	0.28058	-0.1065	0.0012399	0.080948	1000	238.1844	0.098548	0.36091	0.98319	0.016814	0.046592	0.00079868	1.2756e-07	0.067688	0.051257	2.9021e-08	9.8779e-07	0.99511	0.004886	0.002816	0.19138	9.6877	3.8041e-07	0.0028288	0.76137	1.9067e-05	0.0042328	0.0092637	0.10739	0.16819	402.0466	1.3669e-09	0.055976
615.0515	4.9434		0.085729	0.02189		1.4588e-07	0.14588	2.2566	0.2802	-0.10609	0.00042337	0.08058	1000	238.5718	0.098659	0.36142	0.9832	0.016799	0.046609	0.00079978	1.2751e-07	0.067699	0.051285	2.8986e-08	9.8536e-07	0.99512	0.0048815	0.0028134	0.1912	9.6879	3.8016e-07	0.0028878	0.76212	1.8545e-05	0.0042224	0.0092408	0.10739	0.16804	402.5805	1.3676e-09	0.056204
615.0832	4.943		0.085651	0.021885		1.4549e-07	0.14549	2.257	0.27983	-0.10569	0.011013	0.080224	1000	238.959	0.09877	0.36192	0.98322	0.016784	0.046626	0.00080089	1.9798e-07	0.06771	0.051312	2.8951e-08	9.8299e-07	0.99512	0.0048771	0.0028109	0.19102	9.6882	3.7992e-07	0.0029461	0.76288	1.8053e-05	0.0042123	0.0092184	0.10738	0.16789	403.1139	1.3683e-09	0.056433
615.115	4.9427		0.085573	0.02188		1.4509e-07	0.14509	2.2573	0.27946	-0.10528	0.014444	0.079864	1000	239.3458	0.09888	0.36243	0.98323	0.016769	0.046643	0.00080201	2.3311e-07	0.06772	0.05134	2.8916e-08	9.8062e-07	0.99513	0.0048727	0.0028084	0.19084	9.6884	3.7967e-07	0.0030055	0.76363	1.7569e-05	0.0042021	0.0091961	0.10737	0.16774	403.6469	1.3691e-09	0.056663
615.1468	4.9423		0.085497	0.021875		1.4469e-07	0.14469	2.2577	0.27908	-0.10488	0.014782	0.079502	1000	239.7323	0.098991	0.36293	0.98325	0.016754	0.04666	0.00080313	2.4356e-07	0.067731	0.051367	2.888e-08	9.7824e-07	0.99513	0.0048684	0.0028059	0.19067	9.6886	3.7942e-07	0.0030665	0.76438	1.7102e-05	0.0041919	0.0091737	0.10737	0.16759	404.1794	1.3698e-09	0.056893
615.1794	4.9419		0.085418	0.021869		1.4428e-07	0.14428	2.2581	0.27869	-0.10446	0.014151	0.079131	1000	240.1289	0.099104	0.36345	0.98326	0.016739	0.046677	0.00080428	2.4532e-07	0.067742	0.051395	2.8844e-08	9.7582e-07	0.99514	0.0048639	0.0028034	0.19049	9.6888	3.7916e-07	0.0031298	0.76515	1.6634e-05	0.0041815	0.0091509	0.10736	0.16744	404.7257	1.3705e-09	0.057129
615.212	4.9416		0.08534	0.021864		1.4388e-07	0.14388	2.2584	0.27831	-0.10404	0.013308	0.078762	1000	240.5253	0.099217	0.36396	0.98328	0.016724	0.046695	0.00080544	2.4503e-07	0.067753	0.051423	2.8807e-08	9.7341e-07	0.99514	0.0048595	0.0028009	0.19031	9.689	3.7891e-07	0.0031939	0.76591	1.6184e-05	0.0041712	0.0091282	0.10735	0.16729	405.2715	1.3713e-09	0.057365
615.2446	4.9412		0.085262	0.021859		1.4347e-07	0.14347	2.2588	0.27792	-0.10363	0.012459	0.078395	1000	240.9213	0.099331	0.36447	0.98329	0.016709	0.046712	0.0008066	2.4464e-07	0.067763	0.05145	2.8771e-08	9.7102e-07	0.99514	0.0048551	0.0027984	0.19013	9.6893	3.7865e-07	0.0032587	0.76667	1.5749e-05	0.004161	0.0091057	0.10734	0.16714	405.8169	1.372e-09	0.057602
615.2773	4.9409		0.085185	0.021854		1.4307e-07	0.14307	2.2591	0.27754	-0.10322	0.011631	0.07803	1000	241.317	0.099443	0.36499	0.98331	0.016695	0.046729	0.00080776	2.4442e-07	0.067774	0.051478	2.8735e-08	9.6865e-07	0.99515	0.0048507	0.0027959	0.18995	9.6895	3.784e-07	0.0033242	0.76743	1.533e-05	0.0041508	0.0090834	0.10734	0.16699	406.3618	1.3727e-09	0.05784
615.6035	4.9374		0.084439	0.021803		1.3915e-07	0.13915	2.2626	0.27383	-0.099205	0.0035425	0.074489	1000	245.2578	0.10057	0.37003	0.98345	0.016551	0.046896	0.00081965	2.4206e-07	0.067879	0.051748	2.8372e-08	9.4587e-07	0.99519	0.0048084	0.0027718	0.18823	9.6916	3.7585e-07	0.0040175	0.7749	1.1865e-05	0.0040531	0.008869	0.10727	0.16556	411.7849	1.3799e-09	0.06023
615.7014	4.9364		0.084223	0.021788		1.3801e-07	0.13801	2.2636	0.27275	-0.098039	0.0012717	0.073464	1000	246.4343	0.1009	0.37152	0.98349	0.01651	0.046945	0.0008233	2.4213e-07	0.067909	0.051826	2.8265e-08	9.3936e-07	0.9952	0.0047962	0.0027648	0.18774	9.6922	3.7509e-07	0.0042391	0.77709	1.0993e-05	0.0040252	0.0088077	0.10725	0.16514	413.4028	1.382e-09	0.060953
615.7307	4.9361		0.08416	0.021784		1.3768e-07	0.13768	2.2639	0.27243	-0.097692	0.0005951	0.07316	1000	246.7867	0.101	0.37196	0.9835	0.016498	0.046959	0.0008244	2.4214e-07	0.067918	0.05185	2.8233e-08	9.3743e-07	0.99521	0.0047926	0.0027628	0.18759	9.6924	3.7487e-07	0.0043068	0.77774	1.0755e-05	0.0040169	0.0087895	0.10724	0.16502	413.8874	1.3827e-09	0.061171
615.7601	4.9358		0.084096	0.021779		1.3734e-07	0.13734	2.2642	0.27211	-0.097349	0.0014049	0.07286	1000	247.1389	0.1011	0.37241	0.98351	0.016486	0.046974	0.0008255	2.5641e-07	0.067927	0.051873	2.8201e-08	9.3552e-07	0.99521	0.004789	0.0027607	0.18745	9.6925	3.7464e-07	0.0043747	0.77839	1.0525e-05	0.0040087	0.0087716	0.10724	0.1649	414.3716	1.3833e-09	0.061389
615.7895	4.9355		0.084033	0.021775		1.3701e-07	0.13701	2.2645	0.2718	-0.097006	0.0014434	0.072559	1000	247.4909	0.1012	0.37285	0.98353	0.016473	0.046988	0.00082661	2.6354e-07	0.067936	0.051897	2.8169e-08	9.3362e-07	0.99521	0.0047854	0.0027587	0.1873	9.6927	3.7442e-07	0.0044434	0.77904	1.0302e-05	0.0040006	0.0087537	0.10723	0.16478	414.8554	1.3839e-09	0.061607
615.8188	4.9352		0.08397	0.021771		1.3667e-07	0.13667	2.2648	0.27148	-0.096664	0.00098263	0.072259	1000	247.8427	0.1013	0.37329	0.98354	0.016461	0.047002	0.00082772	2.6567e-07	0.067945	0.05192	2.8136e-08	9.3173e-07	0.99522	0.0047819	0.0027567	0.18716	9.6929	3.7419e-07	0.0045129	0.77969	1.0083e-05	0.0039925	0.0087359	0.10722	0.16465	415.3389	1.3845e-09	0.061825
615.8371	4.935		0.083931	0.021768		1.3646e-07	0.13646	2.265	0.27128	-0.096452	0.00057775	0.072074	1000	248.0611	0.10136	0.37356	0.98355	0.016454	0.047011	0.00082841	2.6577e-07	0.06795	0.051934	2.8117e-08	9.3056e-07	0.99522	0.0047797	0.0027554	0.18707	9.693	3.7405e-07	0.0045563	0.78009	9.9507e-06	0.0039874	0.0087249	0.10722	0.16458	415.6391	1.3849e-09	0.061961
615.8553	4.9348		0.083893	0.021765		1.3626e-07	0.13626	2.2652	0.27109	-0.09624	0.00016181	0.071888	1000	248.2794	0.10142	0.37384	0.98355	0.016447	0.04702	0.0008291	2.6574e-07	0.067956	0.051949	2.8097e-08	9.294e-07	0.99522	0.0047775	0.0027542	0.18698	9.6931	3.7391e-07	0.0046	0.78049	9.8202e-06	0.0039824	0.008714	0.10722	0.16451	415.9391	1.3853e-09	0.062097
615.8735	4.9346		0.083854	0.021763		1.3605e-07	0.13605	2.2654	0.2709	-0.096033	0.0024471	0.071708	1000	248.4976	0.10149	0.37411	0.98356	0.016439	0.047029	0.0008298	2.9488e-07	0.067961	0.051963	2.8077e-08	9.2825e-07	0.99522	0.0047753	0.0027529	0.18689	9.6932	3.7377e-07	0.0046432	0.78089	9.6944e-06	0.0039775	0.0087032	0.10721	0.16443	416.239	1.3857e-09	0.062233
615.8918	4.9345		0.083816	0.02176		1.3585e-07	0.13585	2.2655	0.2707	-0.095825	0.0032851	0.071526	1000	248.7158	0.10155	0.37438	0.98357	0.016432	0.047038	0.00083049	3.0943e-07	0.067966	0.051977	2.8057e-08	9.271e-07	0.99523	0.0047731	0.0027517	0.1868	9.6933	3.7363e-07	0.0046868	0.78129	9.5691e-06	0.0039726	0.0086924	0.10721	0.16436	416.5388	1.3861e-09	0.062369
615.9671	4.9337		0.083659	0.021749		1.3501e-07	0.13501	2.2663	0.26991	-0.094963	0.0023702	0.070774	1000	249.6156	0.1018	0.3755	0.9836	0.016402	0.047073	0.00083338	3.1877e-07	0.067989	0.052036	2.7976e-08	9.2239e-07	0.99524	0.0047642	0.0027466	0.18644	9.6938	3.7306e-07	0.0048708	0.78293	9.0718e-06	0.0039524	0.0086482	0.1072	0.16406	417.7748	1.3876e-09	0.062932
616.0425	4.933		0.083505	0.021738		1.3417e-07	0.13417	2.267	0.26911	-0.094109	0.00081832	0.07003	1000	250.514	0.10206	0.37661	0.98363	0.016372	0.047109	0.00083629	3.2021e-07	0.06801	0.052094	2.7894e-08	9.1776e-07	0.99524	0.0047555	0.0027416	0.18609	9.6942	3.7248e-07	0.0050588	0.78455	8.6118e-06	0.0039325	0.0086046	0.10718	0.16376	419.0087	1.3892e-09	0.063498
616.1178	4.9323		0.083354	0.021728		1.3341e-07	0.13341	2.2677	0.26839	-0.093323	0.022531	0.069353	1000	251.4111	0.10231	0.37772	0.98366	0.016343	0.047144	0.00083921	7.87e-07	0.068032	0.052152	2.7818e-08	9.134e-07	0.99525	0.0047469	0.0027367	0.18574	9.6946	3.7195e-07	0.0052394	0.78617	8.2108e-06	0.0039139	0.0085637	0.10717	0.16347	420.2404	1.3907e-09	0.064064
616.1963	4.9315		0.083198	0.021717		1.3256e-07	0.13256	2.2685	0.26758	-0.09245	0.023165	0.068595	1000	252.344	0.10257	0.37886	0.98369	0.016313	0.047181	0.00084228	8.6157e-07	0.068054	0.052212	2.7734e-08	9.0873e-07	0.99526	0.0047381	0.0027317	0.18538	9.695	3.7136e-07	0.0054415	0.78783	7.777e-06	0.0038939	0.0085198	0.10715	0.16317	421.5208	1.3923e-09	0.064657
616.2747	4.9308		0.083045	0.021706		1.317e-07	0.1317	2.2692	0.26677	-0.09158	0.021773	0.067839	1000	253.2754	0.10283	0.38	0.98372	0.016284	0.047217	0.00084537	8.7196e-07	0.068076	0.05227	2.7649e-08	9.0411e-07	0.99527	0.0047294	0.0027268	0.18503	9.6955	3.7076e-07	0.005651	0.78949	7.3725e-06	0.003874	0.0084763	0.10714	0.16287	422.7988	1.3939e-09	0.065251
616.3532	4.9301		0.082894	0.021695		1.3086e-07	0.13086	2.2699	0.26598	-0.09072	0.020106	0.067093	1000	254.2053	0.1031	0.38112	0.98375	0.016255	0.047252	0.00084848	8.7242e-07	0.068097	0.052328	2.7565e-08	8.9956e-07	0.99528	0.0047208	0.0027219	0.18468	9.6959	3.7017e-07	0.0058644	0.79113	6.9976e-06	0.0038545	0.0084336	0.10712	0.16258	424.0746	1.3954e-09	0.065846
616.4959	4.9288		0.082625	0.021676		1.2937e-07	0.12937	2.2712	0.26456	-0.089188	0.017062	0.065769	1000	255.8919	0.10357	0.38316	0.9838	0.016203	0.047316	0.0008542	8.7077e-07	0.068136	0.052433	2.7413e-08	8.9152e-07	0.99529	0.0047056	0.0027132	0.18407	9.6967	3.691e-07	0.0062607	0.79407	6.3693e-06	0.00382	0.008358	0.1071	0.16207	426.3877	1.3982e-09	0.066935
616.6386	4.9275		0.082363	0.021657		1.279e-07	0.1279	2.2725	0.26316	-0.087687	0.014078	0.064477	1000	257.5741	0.10404	0.38516	0.98385	0.016153	0.047378	0.00085998	8.6905e-07	0.068174	0.052535	2.7263e-08	8.8371e-07	0.99531	0.0046907	0.0027047	0.18346	9.6974	3.6804e-07	0.0066699	0.79698	5.7997e-06	0.0037866	0.0082847	0.10708	0.16156	428.6937	1.4009e-09	0.068029
616.7812	4.9263		0.082107	0.021638		1.2646e-07	0.12646	2.2737	0.2618	-0.086216	0.011161	0.063215	1000	259.2518	0.10451	0.38715	0.9839	0.016103	0.047439	0.00086583	8.6762e-07	0.06821	0.052635	2.7114e-08	8.7613e-07	0.99532	0.0046762	0.0026965	0.18288	9.6981	3.6699e-07	0.0070921	0.79984	5.2751e-06	0.0037541	0.0082134	0.10705	0.16107	430.9927	1.4036e-09	0.069129
617.3072	4.922		0.081216	0.021572		1.2138e-07	0.12138	2.278	0.25697	-0.081011	0.00091063	0.058777	1000	265.403	0.10623	0.39428	0.98407	0.015932	0.047656	0.00088786	8.6509e-07	0.068339	0.052993	2.6575e-08	8.499e-07	0.99537	0.0046257	0.0026676	0.18083	9.7006	3.632e-07	0.0087692	0.81008	3.9367e-06	0.0036416	0.0079671	0.10697	0.15935	439.4141	1.4131e-09	0.073226
617.3545	4.9217		0.08114	0.021567		1.2093e-07	0.12093	2.2783	0.25655	-0.08056	2.8051e-05	0.058395	1000	265.9539	0.10638	0.39491	0.98408	0.015918	0.047675	0.00088988	8.6507e-07	0.06835	0.053024	2.6527e-08	8.4767e-07	0.99538	0.0046213	0.0026652	0.18066	9.7008	3.6286e-07	0.008929	0.81098	3.8623e-06	0.003632	0.0079462	0.10696	0.15921	440.1678	1.414e-09	0.073598
617.4018	4.9213		0.081064	0.021561		1.2053e-07	0.12053	2.2787	0.25617	-0.080144	0.005478	0.058048	1000	266.5045	0.10654	0.39553	0.9841	0.015903	0.047694	0.00089191	1.1021e-06	0.068361	0.053056	2.6483e-08	8.4555e-07	0.99538	0.0046171	0.0026627	0.18049	9.701	3.6255e-07	0.0090797	0.81187	3.7696e-06	0.003623	0.0079264	0.10695	0.15906	440.9209	1.4148e-09	0.073971
617.4492	4.9209		0.08099	0.021556		1.201e-07	0.1201	2.2791	0.25576	-0.07971	0.0072635	0.057683	1000	267.0548	0.10669	0.39616	0.98411	0.015889	0.047713	0.00089394	1.2203e-06	0.068372	0.053087	2.6437e-08	8.4342e-07	0.99539	0.0046128	0.0026603	0.18032	9.7012	3.6223e-07	0.0092366	0.81276	3.6806e-06	0.0036138	0.0079062	0.10695	0.15892	441.6733	1.4156e-09	0.074344
617.4965	4.9206		0.080916	0.02155		1.1967e-07	0.11967	2.2794	0.25535	-0.079265	0.007128	0.057307	1000	267.6046	0.10684	0.39678	0.98413	0.015875	0.047731	0.00089598	1.2555e-06	0.068383	0.053117	2.639e-08	8.4126e-07	0.99539	0.0046087	0.0026579	0.18015	9.7014	3.619e-07	0.0094013	0.81364	3.5867e-06	0.0036045	0.0078859	0.10694	0.15878	442.425	1.4165e-09	0.074718
617.5342	4.9203		0.080858	0.021546		1.1932e-07	0.11932	2.2797	0.25502	-0.07891	0.0064952	0.057006	1000	268.0421	0.10696	0.39727	0.98414	0.015863	0.047746	0.00089761	1.2585e-06	0.068392	0.053141	2.6352e-08	8.3953e-07	0.99539	0.0046054	0.0026561	0.18001	9.7016	3.6163e-07	0.0095344	0.81434	3.5159e-06	0.0035971	0.0078697	0.10694	0.15866	443.0232	1.4171e-09	0.075016
617.5719	4.92		0.0808	0.021541		1.1898e-07	0.11898	2.28	0.25469	-0.078556	0.0057876	0.056707	1000	268.4794	0.10708	0.39776	0.98415	0.015852	0.04776	0.00089924	1.2578e-06	0.0684	0.053166	2.6314e-08	8.3782e-07	0.9954	0.0046021	0.0026542	0.17988	9.7017	3.6137e-07	0.0096683	0.81504	3.4462e-06	0.0035898	0.0078536	0.10693	0.15855	443.621	1.4178e-09	0.075315
617.6096	4.9197		0.080742	0.021537		1.1863e-07	0.11863	2.2803	0.25436	-0.078204	0.0050832	0.056411	1000	268.9165	0.10721	0.39825	0.98416	0.015841	0.047775	0.00090088	1.2569e-06	0.068408	0.05319	2.6277e-08	8.3612e-07	0.9954	0.0045988	0.0026523	0.17975	9.7019	3.611e-07	0.0098028	0.81574	3.3787e-06	0.0035825	0.0078377	0.10692	0.15844	444.2183	1.4184e-09	0.075614
617.6473	4.9194		0.080685	0.021533		1.1829e-07	0.11829	2.2806	0.25404	-0.077855	0.0043909	0.056116	1000	269.3532	0.10733	0.39874	0.98417	0.01583	0.047789	0.00090252	1.2565e-06	0.068417	0.053214	2.6239e-08	8.3443e-07	0.9954	0.0045956	0.0026505	0.17962	9.7021	3.6084e-07	0.0099381	0.81643	3.3127e-06	0.0035753	0.0078218	0.10692	0.15833	444.8153	1.419e-09	0.075913
617.7604	4.9186		0.080516	0.021519		1.1728e-07	0.11728	2.2814	0.25307	-0.076819	0.0023484	0.055245	1000	270.662	0.10769	0.40019	0.9842	0.015798	0.047832	0.00090746	1.2556e-06	0.068442	0.053285	2.6128e-08	8.2946e-07	0.99541	0.0045859	0.002645	0.17923	9.7025	3.6005e-07	0.010349	0.81849	3.1254e-06	0.0035539	0.0077751	0.1069	0.158	446.6037	1.4209e-09	0.076813
617.8735	4.9178		0.080349	0.021506		1.1628e-07	0.11628	2.2822	0.25213	-0.075801	0.00035285	0.054391	1000	271.9684	0.10805	0.40163	0.98423	0.015766	0.047874	0.00091244	1.2554e-06	0.068466	0.053355	2.6018e-08	8.246e-07	0.99542	0.0045765	0.0026396	0.17885	9.703	3.5928e-07	0.010766	0.82053	2.9522e-06	0.0035331	0.0077295	0.10689	0.15768	448.3884	1.4228e-09	0.077717
617.8837	4.9177		0.080335	0.021505		1.1619e-07	0.11619	2.2823	0.25204	-0.07571	0.00017528	0.054315	1000	272.0859	0.10808	0.40176	0.98424	0.015763	0.047878	0.00091289	1.2554e-06	0.068468	0.053361	2.6008e-08	8.2416e-07	0.99542	0.0045757	0.0026391	0.17882	9.703	3.5921e-07	0.010804	0.82072	2.9374e-06	0.0035312	0.0077254	0.10689	0.15766	448.5489	1.423e-09	0.077798
617.8938	4.9177		0.08032	0.021504		1.1611e-07	0.11611	2.2823	0.25196	-0.075619	6.1856e-07	0.054239	1000	272.2034	0.10812	0.40189	0.98424	0.01576	0.047882	0.00091334	1.2555e-06	0.06847	0.053368	2.5998e-08	8.2373e-07	0.99543	0.0045748	0.0026387	0.17878	9.7031	3.5914e-07	0.010842	0.8209	2.9225e-06	0.0035294	0.0077214	0.10689	0.15763	448.7093	1.4231e-09	0.07788
617.904	4.9176		0.080305	0.021503		1.1602e-07	0.11602	2.2824	0.25188	-0.07553	3.753e-05	0.054165	1000	272.3208	0.10815	0.40201	0.98424	0.015757	0.047886	0.00091379	1.2658e-06	0.068473	0.053374	2.5988e-08	8.233e-07	0.99543	0.004574	0.0026382	0.17875	9.7031	3.5907e-07	0.010879	0.82108	2.908e-06	0.0035275	0.0077174	0.10688	0.1576	448.8697	1.4233e-09	0.077961
617.9142	4.9175		0.08029	0.021502		1.1593e-07	0.11593	2.2825	0.25179	-0.075441	-3.3369e-05	0.05409	1000	272.4382	0.10818	0.40214	0.98425	0.015754	0.04789	0.00091424	1.271e-06	0.068475	0.05338	2.5978e-08	8.2288e-07	0.99543	0.0045732	0.0026377	0.17871	9.7032	3.59e-07	0.010917	0.82126	2.8935e-06	0.0035257	0.0077134	0.10688	0.15757	449.0301	1.4235e-09	0.078043
618.016	4.9168		0.080146	0.021491		1.1507e-07	0.11507	2.2832	0.25097	-0.074555	-9.3514e-05	0.053352	1000	273.6109	0.1085	0.40342	0.98427	0.015726	0.047927	0.00091877	1.3558e-06	0.068496	0.053442	2.5882e-08	8.1868e-07	0.99544	0.004565	0.002633	0.17838	9.7036	3.5832e-07	0.011296	0.82307	2.7543e-06	0.0035077	0.0076739	0.10687	0.15729	450.6312	1.4251e-09	0.07886
618.1178	4.9161		0.080005	0.02148		1.1421e-07	0.11421	2.2839	0.25015	-0.073679	-0.00011118	0.052624	1000	274.7818	0.10883	0.40468	0.9843	0.015699	0.047963	0.00092333	1.4476e-06	0.068517	0.053503	2.5786e-08	8.1456e-07	0.99544	0.004557	0.0026285	0.17806	9.704	3.5764e-07	0.011682	0.82485	2.6246e-06	0.00349	0.0076352	0.10686	0.15702	452.2296	1.4268e-09	0.07968
618.2195	4.9154		0.079866	0.021469		1.1336e-07	0.11336	2.2846	0.24935	-0.072814	-0.00011978	0.051906	1000	275.9512	0.10915	0.40594	0.98433	0.015673	0.048	0.00092791	1.5451e-06	0.068537	0.053564	2.5691e-08	8.1051e-07	0.99545	0.0045491	0.002624	0.17774	9.7043	3.5697e-07	0.012073	0.82662	2.5022e-06	0.0034727	0.0075973	0.10684	0.15675	453.8253	1.4284e-09	0.080503
618.9981	4.9106		0.078886	0.021389		1.072e-07	0.1072	2.2894	0.24348	-0.06651	-0.00017272	0.046723	1000	284.8473	0.11159	0.41518	0.98452	0.015484	0.048263	0.00096373	2.4838e-06	0.068683	0.054006	2.4984e-08	7.8188e-07	0.99551	0.0044935	0.0025923	0.1755	9.7071	3.52e-07	0.015275	0.8396	1.7873e-06	0.0033499	0.0073285	0.10675	0.15486	465.9518	1.4401e-09	0.086871
