Time	pHLumen	pHStroma	FractionActiveCytochrome	lumenCharge	stromaCharge	TotalChargeDifference	deltapsi	deltapH	pmf	deltamuCl	deltamuMg	deltamuK	LightIntensity	ATP	ActiveATPs	Antheraxanthin	Fdxox	Fdxr	LumenCl	LumenK	LumenMg	LumenProtons	P680ex	P680plus	P700ox	P700r	PCr	PQ	PQH2	PSIIChlEx	PheAnion	PsbSQ	QAox	QBneut	QBred1	QBred2	Thrdx	TotalLEF	Volume	Zeaxanthin
0	7.2	7.2	0.97953	0.11	0.11	-7.718e-15	-7.718e-09	-9.9967e-10	-7.7775e-09	7.718e-09	-1.5436e-08	-7.718e-09	0	2	0.05	1e-14	1	1e-14	0.01	0.1	0.01	1e-14	1e-14	1e-14	1e-14	1	0.2	8.999	0.001	1e-14	1e-14	1e-14	1	1	1e-07	1e-07	1e-14	1e-14	8e-10	1e-14
1e-10	7.2		0.97953	0.11		-7.718e-15	-7.718e-09	-9.9963e-10	-7.7775e-09	7.718e-09	-1.5436e-08	-7.718e-09	0.1	2	0.05	1e-14	1	3.501e-11	0.01	0.1	0.01	1.1009e-14	0	3.6923e-12	3.501e-11	1	0.2	8.999	0.001	1.7152e-12	2.9535e-12	4.9653e-14	1	1	1e-07	1e-07	1.0003e-14	3.501e-11	8e-10	1e-14
2e-10	7.2		0.97953	0.11		-7.7179e-15	-7.7179e-09	-9.996e-10	-7.7774e-09	7.7179e-09	-1.5436e-08	-7.7179e-09	0.1	2	0.05	1.0001e-14	1	7.001e-11	0.01	0.1	0.01	1.202e-14	4.609e-15	5.4203e-12	7.001e-11	1	0.2	8.999	0.001	2.7856e-12	3.6546e-12	8.9306e-14	1	1	1e-07	1e-07	1.0009e-14	7.001e-11	8e-10	1e-14
3e-10	7.2		0.97953	0.11		-7.7178e-15	-7.7178e-09	-9.9957e-10	-7.7773e-09	7.7178e-09	-1.5436e-08	-7.7178e-09	0.1	2	0.05	1.0001e-14	1	1.0501e-10	0.01	0.1	0.01	1.3032e-14	5.7242e-15	7.1212e-12	1.0501e-10	1	0.2	8.999	0.001	3.447e-12	4.1601e-12	1.2896e-13	1	1	1e-07	1e-07	1.0019e-14	1.0501e-10	8e-10	1e-14
1.3e-09	7.2		0.97953	0.11		-7.717e-15	-7.717e-09	-9.9922e-10	-7.7765e-09	7.717e-09	-1.5434e-08	-7.717e-09	0.1	2	0.05	1.0003e-14	1	4.5501e-10	0.01	0.1	0.01	2.3286e-14	7.4713e-15	2.7983e-11	4.5501e-10	1	0.2	8.999	0.001	4.4979e-12	6.7571e-12	5.2549e-13	1	1	1e-07	1.0001e-07	1.0419e-14	4.5501e-10	8e-10	1e-14
2.3e-09	7.2		0.97953	0.11		-7.7162e-15	-7.7162e-09	-9.9888e-10	-7.7757e-09	7.7162e-09	-1.5432e-08	-7.7162e-09	0.1	2	0.05	1.0006e-14	1	8.0501e-10	0.01	0.1	0.01	3.3694e-14	7.5246e-15	4.9048e-11	8.0501e-10	1	0.2	8.999	0.001	4.5299e-12	7.4221e-12	9.2202e-13	1	1	1e-07	1.0002e-07	1.116e-14	8.0501e-10	8e-10	1e-14
3.3e-09	7.2		0.97953	0.11		-7.7154e-15	-7.7154e-09	-9.9852e-10	-7.7748e-09	7.7154e-09	-1.5431e-08	-7.7154e-09	0.1	2	0.05	1.0008e-14	1	1.155e-09	0.01	0.1	0.01	4.4253e-14	7.4875e-15	6.9532e-11	1.155e-09	1	0.2	8.999	0.001	4.5076e-12	7.4983e-12	1.3185e-12	1	1	1e-07	1.0003e-07	1.2251e-14	1.155e-09	8e-10	1e-14
1.33e-08	7.2		0.97953	0.11		-7.7064e-15	-7.7064e-09	-9.9466e-10	-7.7656e-09	7.7064e-09	-1.5413e-08	-7.7064e-09	0.1	2	0.05	1.0034e-14	1	4.655e-09	0.01	0.1	0.01	1.6028e-13	7.4767e-15	2.3205e-10	4.655e-09	1	0.2	8.999	0.001	4.5011e-12	7.4821e-12	5.2838e-12	1	1	1.0001e-07	1.001e-07	5.3236e-14	4.655e-09	8e-10	1e-14
2.33e-08	7.2		0.97953	0.11		-7.6967e-15	-7.6967e-09	-9.9048e-10	-7.7557e-09	7.6967e-09	-1.5393e-08	-7.6967e-09	0.1	2	0.05	1.0059e-14	1	8.1549e-09	0.01	0.1	0.01	2.8575e-13	7.4777e-15	3.5648e-10	8.1549e-09	1	0.2	8.999	0.001	4.5017e-12	7.4778e-12	9.2491e-12	1	1	1.0001e-07	1.0018e-07	1.2845e-13	8.155e-09	8e-10	1e-14
3.33e-08	7.2		0.97953	0.11		-7.6865e-15	-7.6865e-09	-9.8605e-10	-7.7452e-09	7.6865e-09	-1.5373e-08	-7.6865e-09	0.1	2	0.05	1.0084e-14	1	1.1655e-08	0.01	0.1	0.01	4.1862e-13	7.4778e-15	4.5103e-10	1.1655e-08	1	0.2	8.999	0.001	4.5018e-12	7.4777e-12	1.3214e-11	1	1	1.0002e-07	1.0026e-07	2.3855e-13	1.1655e-08	8e-10	1e-14
1.333e-07	7.2		0.97953	0.11		-7.5707e-15	-7.5707e-09	-9.3605e-10	-7.6264e-09	7.5707e-09	-1.5141e-08	-7.5707e-09	0.1	2	0.05	1.0336e-14	1	4.6651e-08	0.01	0.1	0.01	1.9186e-12	7.4778e-15	7.0555e-10	4.665e-08	1	0.2	8.999	0.001	4.5018e-12	7.4778e-12	5.2867e-11	1	1	1.0006e-07	1.0103e-07	4.3472e-12	4.6655e-08	8e-10	1e-14
2.333e-07	7.2		0.97953	0.11		-7.4508e-15	-7.4508e-09	-8.8429e-10	-7.5035e-09	7.4508e-09	-1.4902e-08	-7.4508e-09	0.1	2	0.05	1.0589e-14	1	8.1643e-08	0.01	0.1	0.01	3.4714e-12	7.4778e-15	7.4707e-10	8.1641e-08	1	0.2	8.999	0.001	4.5018e-12	7.4778e-12	9.252e-11	1	1	1.0011e-07	1.0181e-07	1.1878e-11	8.1655e-08	8e-10	1e-14
3.333e-07	7.2		0.97953	0.11		-7.3302e-15	-7.3302e-09	-8.322e-10	-7.3797e-09	7.3302e-09	-1.466e-08	-7.3302e-09	0.1	2	0.05	1.0841e-14	1	1.1663e-07	0.01	0.1	0.01	5.0339e-12	7.4778e-15	7.4941e-10	1.1663e-07	1	0.2	8.999	0.00099999	4.5018e-12	7.4778e-12	1.3217e-10	1	1	1.0016e-07	1.0259e-07	2.2896e-11	1.1665e-07	8e-10	1e-14
1.3333e-06	7.2		0.97953	0.11		-6.1236e-15	-6.1236e-09	-3.1118e-10	-6.1421e-09	6.1236e-09	-1.2247e-08	-6.1236e-09	0.1	2	0.05	1.3365e-14	1	4.6622e-07	0.01	0.1	0.01	2.0665e-11	7.4778e-15	7.4798e-10	4.6613e-07	1	0.2	8.999	0.00099998	4.5018e-12	7.4778e-12	5.287e-10	1	1	1.0074e-07	1.1032e-07	4.335e-10	4.6665e-07	8e-10	1e-14
2.3333e-06	7.2		0.97953	0.11		-4.9171e-15	-4.9171e-09	2.0984e-10	-4.9046e-09	4.9171e-09	-9.8342e-09	-4.9171e-09	0.1	2	0.05	1.5889e-14	1	8.1547e-07	0.01	0.1	0.01	3.6295e-11	7.4778e-15	7.4777e-10	8.1523e-07	1	0.2	8.999	0.00099996	4.5018e-12	7.4778e-12	9.2523e-10	1	1	1.0141e-07	1.1804e-07	1.1857e-09	8.1665e-07	8e-10	1e-14
3.3333e-06	7.2		0.97953	0.11		-3.7106e-15	-3.7106e-09	7.3084e-10	-3.6671e-09	3.7106e-09	-7.4211e-09	-3.7106e-09	0.1	2	0.05	1.8413e-14	1	1.1644e-06	0.01	0.1	0.01	5.1925e-11	7.4778e-15	7.4777e-10	1.1639e-06	1	0.2	8.999	0.00099994	4.5018e-12	7.4778e-12	1.3218e-09	1	1	1.0217e-07	1.2574e-07	2.2855e-09	1.1667e-06	8e-10	1e-14
1.3333e-05	7.2		0.97953	0.11		8.3529e-15	8.3529e-09	5.9406e-09	8.7066e-09	-8.3529e-09	1.6706e-08	8.3529e-09	0.1	2	0.05	4.3651e-14	1	4.6349e-06	0.01	0.1	0.01	2.0822e-10	7.4778e-15	7.4777e-10	4.6286e-06	1	0.2	8.999	0.00099976	4.5018e-12	7.4778e-12	5.287e-09	1	1	1.144e-07	2.0178e-07	3.1694e-08	4.6666e-06	8e-10	1e-14
2.3333e-05	7.2		0.97953	0.11		2.0414e-14	2.0414e-08	1.115e-08	2.1077e-08	-2.0414e-08	4.0827e-08	2.0414e-08	0.1	2	0.05	6.8889e-14	0.99999	8.0713e-06	0.01	0.1	0.01	3.6449e-10	7.4778e-15	7.4778e-10	8.0524e-06	0.99999	0.2	8.999	0.00099958	4.5018e-12	7.4778e-12	9.2523e-09	1	1	1.3517e-07	2.7602e-07	9.5233e-08	8.1666e-06	8e-10	1e-14
3.3333e-05	7.2		0.97953	0.11		3.2471e-14	3.2471e-08	1.6358e-08	3.3445e-08	-3.2471e-08	6.4942e-08	3.2471e-08	0.1	2	0.05	9.4128e-14	0.99999	1.1473e-05	0.01	0.1	0.01	5.2075e-10	7.4778e-15	7.4778e-10	1.1435e-05	0.99999	0.2	8.999	0.0009994	4.5018e-12	7.4778e-12	1.3218e-08	1	1	1.643e-07	3.4849e-07	1.9279e-07	1.1667e-05	8e-10	1e-14
4.3333e-05	7.2		0.97953	0.11		4.4526e-14	4.4526e-08	2.1566e-08	4.581e-08	-4.4526e-08	8.9052e-08	4.4526e-08	0.1	2	0.05	1.1937e-13	0.99999	1.4842e-05	0.01	0.1	0.01	6.7698e-10	7.4778e-15	7.4778e-10	1.4778e-05	0.99999	0.2	8.999	0.00099922	4.5018e-12	7.4778e-12	1.7183e-08	1	1	2.0153e-07	4.1922e-07	3.2407e-07	1.5166e-05	8e-10	1e-14
0.00011637	7.2		0.97953	0.11		1.3248e-13	1.3248e-07	5.9586e-08	1.3603e-07	-1.3248e-07	2.6497e-07	1.3248e-07	0.1	2	0.05	3.037e-13	0.99996	3.8465e-05	0.01	0.1	0.01	1.8176e-09	7.4778e-15	7.4778e-10	3.8037e-05	0.99996	0.2	8.999	0.00099794	4.5018e-12	7.4778e-12	4.6145e-08	1	1	6.8551e-07	8.8896e-07	2.2528e-06	4.0729e-05	8e-10	1e-14
0.00018941	7.2		0.97953	0.11		2.2029e-13	2.2029e-07	9.7575e-08	2.261e-07	-2.2029e-07	4.4058e-07	2.2029e-07	0.1	2	0.05	4.8804e-13	0.99994	6.0427e-05	0.01	0.1	0.01	2.9573e-09	7.4778e-15	7.4778e-10	5.9347e-05	0.99994	0.2	8.999	0.00099668	4.5018e-12	7.4778e-12	7.5106e-08	1	1	1.5049e-06	1.2827e-06	5.8215e-06	6.629e-05	8e-10	1e-14
0.00026245	7.2		0.97953	0.11		3.0794e-13	3.0794e-07	1.3553e-07	3.1601e-07	-3.0794e-07	6.1588e-07	3.0794e-07	0.1	2	0.05	6.7238e-13	0.99992	8.0839e-05	0.01	0.1	0.01	4.096e-09	7.4778e-15	7.4778e-10	7.8865e-05	0.99992	0.19999	8.999	0.00099544	4.5018e-12	7.4778e-12	1.0407e-07	1	1	2.5944e-06	1.612e-06	1.0908e-05	9.185e-05	8e-10	1e-14
0.00033549	7.2		0.97953	0.11		3.9544e-13	3.9544e-07	1.7346e-07	4.0577e-07	-3.9544e-07	7.9088e-07	3.9544e-07	0.1	2	0.05	8.5672e-13	0.9999	9.9809e-05	0.01	0.1	0.01	5.2339e-09	7.4778e-15	7.4778e-10	9.6741e-05	0.9999	0.19999	8.999	0.00099422	4.5018e-12	7.4778e-12	1.3303e-07	0.99999	1	3.8986e-06	1.8874e-06	1.7392e-05	0.00011741	8e-10	1e-14
0.00063041	7.2		0.97953	0.11		7.4724e-13	7.4724e-07	3.2632e-07	7.6667e-07	-7.4724e-07	1.4945e-06	7.4724e-07	0.1	2	0.05	1.6011e-12	0.99984	0.0001636	0.01	0.1	0.01	9.8195e-09	7.4779e-15	7.4778e-10	0.00015468	0.99985	0.19995	8.999	0.00098946	4.5018e-12	7.4779e-12	2.4997e-07	0.99999	0.99999	1.0698e-05	2.5891e-06	5.5776e-05	0.00022061	8e-10	1e-14
0.00092534	7.2		0.97953	0.11		1.0967e-12	1.0967e-06	4.7871e-07	1.1251e-06	-1.0966e-06	2.1933e-06	1.0966e-06	0.1	2	0.05	2.3454e-12	0.99979	0.000211	0.01	0.1	0.01	1.4391e-08	7.4779e-15	7.4778e-10	0.00019523	0.9998	0.19989	8.999	0.00098484	4.5018e-12	7.4779e-12	3.6691e-07	0.99999	0.99998	1.8646e-05	2.9212e-06	0.00010918	0.00032379	8e-10	1e-14
0.0012203	7.2		0.97953	0.11		1.4437e-12	1.4437e-06	6.3065e-07	1.4812e-06	-1.4437e-06	2.8873e-06	1.4437e-06	0.1	2	0.05	3.0897e-12	0.99975	0.00024633	0.01	0.1	0.01	1.8949e-08	7.478e-15	7.4778e-10	0.0002238	0.99978	0.19982	8.999	0.00098029	4.5018e-12	7.478e-12	4.8384e-07	0.99999	0.99998	2.6988e-05	3.0905e-06	0.0001729	0.00042697	8e-10	1e-14
0.0015152	7.2		0.97953	0.11		1.7884e-12	1.7884e-06	7.8214e-07	1.835e-06	-1.7884e-06	3.5767e-06	1.7884e-06	0.1	2	0.05	3.8341e-12	0.99973	0.0002727	0.01	0.1	0.01	2.3494e-08	7.478e-15	7.4778e-10	0.00024398	0.99976	0.19974	8.999	0.00097579	4.5018e-12	7.478e-12	6.0077e-07	0.99999	0.99997	3.5538e-05	3.1775e-06	0.00024358	0.00053014	8e-10	1e-14
0.0018101	7.2		0.97953	0.11		2.1308e-12	2.1308e-06	9.332e-07	2.1864e-06	-2.1308e-06	4.2615e-06	2.1308e-06	0.1	2	0.05	4.5784e-12	0.99971	0.00029237	0.01	0.1	0.01	2.8026e-08	7.4781e-15	7.4778e-10	0.00025824	0.99974	0.19966	8.999	0.00097133	4.5018e-12	7.4781e-12	7.177e-07	0.99999	0.99996	4.4232e-05	3.2149e-06	0.00031881	0.00063331	8e-10	1e-14
0.0026957	7.2		0.97953	0.11		3.1454e-12	3.1454e-06	1.3842e-06	3.2277e-06	-3.1453e-06	6.2903e-06	3.1453e-06	0.1	2	0.05	6.8136e-12	0.99967	0.00032904	0.01	0.1	0.01	4.1555e-08	7.4782e-15	7.4778e-10	0.00028307	0.99972	0.19939	8.999	0.00095809	4.5018e-12	7.4782e-12	1.0688e-06	0.99999	0.99993	7.0518e-05	3.2297e-06	0.00055323	0.00094309	8e-10	1e-14
0.0035813	7.2		0.97953	0.11		4.1395e-12	4.1395e-06	1.8313e-06	4.2485e-06	-4.1394e-06	8.2784e-06	4.1394e-06	0.1	2	0.05	9.0487e-12	0.99966	0.00034303	0.01	0.1	0.01	5.4968e-08	7.4783e-15	7.4779e-10	0.0002907	0.99971	0.19911	8.999	0.00094505	4.5018e-12	7.4783e-12	1.4198e-06	0.99998	0.99991	9.6852e-05	3.1775e-06	0.00078954	0.0012529	8e-10	1e-14
0.0044669	7.2		0.97953	0.11		5.1137e-12	5.1137e-06	2.2746e-06	5.2491e-06	-5.1135e-06	1.0226e-05	5.1135e-06	0.1	2	0.05	1.1284e-11	0.99965	0.00034755	0.01	0.1	0.01	6.8267e-08	7.4785e-15	7.4779e-10	0.00029247	0.99971	0.19882	8.9991	0.00093219	4.5018e-12	7.4785e-12	1.7709e-06	0.99998	0.99988	0.00012306	3.1269e-06	0.001015	0.0015626	8e-10	1e-14
0.0053525	7.2		0.97953	0.11		6.0683e-12	6.0683e-06	2.7141e-06	6.2298e-06	-6.0679e-06	1.2135e-05	6.0679e-06	0.1	2	0.05	1.3519e-11	0.99965	0.00034888	0.01	0.1	0.01	8.1452e-08	7.4786e-15	7.4779e-10	0.00029299	0.99971	0.19852	8.9991	0.0009195	4.5018e-12	7.4786e-12	2.1219e-06	0.99998	0.99986	0.00014913	3.0846e-06	0.0012244	0.0018724	8e-10	1e-14
0.0087135	7.2		0.97953	0.11		9.4374e-12	9.4374e-06	4.3327e-06	9.6953e-06	-9.4363e-06	1.8871e-05	9.4363e-06	0.1	2	0.049999	2.2002e-11	0.99965	0.00034975	0.01	0.1	0.01	1.3001e-07	7.4791e-15	7.478e-10	0.00029484	0.99971	0.19741	8.9991	0.00087362	4.5019e-12	7.4791e-12	3.4536e-06	0.99997	0.99976	0.00024661	2.9356e-06	0.0018233	0.003048	8e-10	1e-14
0.012074	7.2		0.97953	0.11		1.2558e-11	1.2558e-05	5.9023e-06	1.291e-05	-1.2556e-05	2.5109e-05	1.2556e-05	0.1	2	0.049999	3.0485e-11	0.99965	0.0003498	0.01	0.1	0.01	1.771e-07	7.4795e-15	7.4781e-10	0.00029655	0.9997	0.19629	8.9992	0.00083002	4.5019e-12	7.4795e-12	4.7848e-06	0.99996	0.99966	0.00034265	2.7937e-06	0.0022662	0.0042236	8e-10	1e-14
0.015435	7.2		0.97953	0.11		1.5445e-11	1.5445e-05	7.4252e-06	1.5887e-05	-1.5442e-05	3.0879e-05	1.5442e-05	0.1	2	0.049999	3.8969e-11	0.99965	0.00034978	0.01	0.1	0.01	2.2279e-07	7.4799e-15	7.4782e-10	0.00029825	0.9997	0.19518	8.9992	0.0007886	4.5019e-12	7.4799e-12	6.1156e-06	0.99995	0.99957	0.00043728	2.66e-06	0.0025922	0.0053991	8e-10	9.9999e-15
0.023748	7.2		0.97953	0.11		2.1781e-11	2.1781e-05	1.1026e-05	2.2437e-05	-2.1774e-05	4.3535e-05	2.1774e-05	0.1	2	0.049998	5.995e-11	0.99965	0.00034977	0.01	0.1	0.01	3.3082e-07	7.4808e-15	7.4783e-10	0.00030254	0.9997	0.1924	8.9993	0.00069384	4.502e-12	7.4808e-12	9.4054e-06	0.99993	0.99934	0.00066634	2.3595e-06	0.0031178	0.0083066	8e-10	9.9999e-15
0.03206	7.2		0.97953	0.11		2.6989e-11	2.6989e-05	1.4391e-05	2.7846e-05	-2.6978e-05	5.3933e-05	2.6978e-05	0.1	2	0.049998	8.0933e-11	0.99965	0.00034977	0.01	0.1	0.01	4.3177e-07	7.4815e-15	7.4785e-10	0.00030698	0.99969	0.1896	8.9994	0.00061013	4.5021e-12	7.4815e-12	1.2693e-05	0.9999	0.99912	0.00088823	2.1022e-06	0.0033516	0.011214	8e-10	9.9999e-15
0.040373	7.2		0.97953	0.11		3.1205e-11	3.1205e-05	1.7541e-05	3.2249e-05	-3.1188e-05	6.2344e-05	3.1188e-05	0.1	2	0.049997	1.0192e-10	0.99965	0.00034977	0.01	0.1	0.01	5.2625e-07	7.4822e-15	7.4786e-10	0.00031157	0.99969	0.1868	8.9995	0.00053654	4.5022e-12	7.4821e-12	1.5977e-05	0.99988	0.9989	0.0011035	1.8845e-06	0.0034431	0.014121	8e-10	9.9998e-15
0.048685	7.2		0.97953	0.11		3.4574e-11	3.4574e-05	2.0498e-05	3.5794e-05	-3.4551e-05	6.9057e-05	3.4551e-05	0.1	2	0.049997	1.229e-10	0.99965	0.00034977	0.01	0.1	0.01	6.1497e-07	7.4827e-15	7.4787e-10	0.00031632	0.99968	0.18398	8.9995	0.00047203	4.5022e-12	7.4827e-12	1.9259e-05	0.99986	0.99869	0.0013127	1.7024e-06	0.0034762	0.017029	8e-10	9.9998e-15
0.074923	7.2		0.97953	0.11		4.0151e-11	4.0151e-05	2.8539e-05	4.1849e-05	-4.0105e-05	8.0118e-05	4.0105e-05	0.1	2	0.049995	1.8914e-10	0.99965	0.00034976	0.01	0.1	0.0099999	8.562e-07	7.4838e-15	7.4788e-10	0.00033245	0.99967	0.17501	8.9997	0.00033076	4.5024e-12	7.4838e-12	2.9592e-05	0.9998	0.99807	0.0019304	1.3642e-06	0.003496	0.026206	8e-10	9.9997e-15
0.10116	7.2		0.97953	0.11		4.2606e-11	4.2606e-05	3.5667e-05	4.4729e-05	-4.2535e-05	8.493e-05	4.2535e-05	0.1	2	0.049993	2.5539e-10	0.99965	0.00034976	0.01	0.1	0.0099999	1.07e-06	7.4844e-15	7.4788e-10	0.00035041	0.99965	0.16599	8.9998	0.00023511	4.5026e-12	7.4844e-12	3.9899e-05	0.99974	0.99749	0.0025149	1.2183e-06	0.003498	0.035383	8e-10	9.9996e-15
0.1274	7.2		0.97953	0.11		4.3298e-11	4.3298e-05	4.2181e-05	4.5809e-05	-4.3202e-05	8.6213e-05	4.3202e-05	0.1	2	0.049991	3.2165e-10	0.99965	0.00034975	0.01	0.1	0.0099999	1.2655e-06	7.4849e-15	7.4788e-10	0.00037049	0.99963	0.15694	8.9998	0.00017199	4.5028e-12	7.4849e-12	5.0179e-05	0.99969	0.99693	0.0030737	1.2168e-06	0.0034978	0.044559	8e-10	9.9995e-15
0.16878	7.1999		0.97953	0.11		4.2926e-11	4.2926e-05	5.1799e-05	4.6009e-05	-4.279e-05	8.5309e-05	4.279e-05	0.1	2	0.049989	4.2614e-10	0.99965	0.00034974	0.01	0.099999	0.0099998	1.554e-06	7.4854e-15	7.4787e-10	0.0004075	0.99959	0.14262	8.9999	0.00011153	4.5031e-12	7.4855e-12	6.6346e-05	0.9996	0.99608	0.0039195	1.4121e-06	0.0034974	0.059031	7.9999e-10	9.9994e-15
0.21016	7.1999		0.97953	0.11		4.1787e-11	4.1787e-05	6.0908e-05	4.5412e-05	-4.1612e-05	8.2874e-05	4.1612e-05	0.1	2	0.049986	5.3065e-10	0.99965	0.00034972	0.01	0.099999	0.0099997	1.8273e-06	7.4859e-15	7.4787e-10	0.00045259	0.99955	0.12828	8.9999	8.8207e-05	4.5034e-12	7.4859e-12	8.2452e-05	0.99952	0.99527	0.0047254	1.8027e-06	0.0034972	0.073503	7.9999e-10	9.9992e-15
0.25154	7.1999		0.97953	0.11		4.0829e-11	4.0829e-05	6.9864e-05	4.4988e-05	-4.0616e-05	8.0807e-05	4.0616e-05	0.1	2	0.049983	6.3517e-10	0.99965	0.0003497	0.01	0.099999	0.0099997	2.096e-06	7.4863e-15	7.4785e-10	0.00050788	0.99949	0.11394	8.9999	8.8282e-05	4.5036e-12	7.4862e-12	9.8493e-05	0.99944	0.9945	0.0054968	2.33e-06	0.003497	0.087974	7.9999e-10	9.9991e-15
0.29292	7.1999		0.97953	0.11		4.0462e-11	4.0462e-05	7.8919e-05	4.5159e-05	-4.0211e-05	7.9922e-05	4.0211e-05	0.1	2	0.04998	7.397e-10	0.99965	0.00034968	0.01	0.099999	0.0099996	2.3676e-06	7.4868e-15	7.4785e-10	0.00057765	0.99942	0.099625	8.9999	0.00010236	4.5039e-12	7.4867e-12	0.00011447	0.99937	0.99376	0.0062369	2.9636e-06	0.0034968	0.10244	7.9999e-10	9.999e-15
0.35964	7.1999		0.97953	0.11		4.1183e-11	4.1183e-05	9.4083e-05	4.6783e-05	-4.0871e-05	8.1123e-05	4.0871e-05	0.1	2	0.049976	9.0828e-10	0.99965	0.00034962	0.01	0.099999	0.0099995	2.8225e-06	7.4876e-15	7.4785e-10	0.00074521	0.99925	0.076633	8.9999	0.00014231	4.5043e-12	7.4876e-12	0.00014009	0.99925	0.99262	0.0073677	4.1378e-06	0.0034963	0.12577	7.9999e-10	9.9988e-15
0.42636	7.1999		0.97953	0.11		4.3324e-11	4.3324e-05	0.00011032	4.989e-05	-4.2949e-05	8.5156e-05	4.2949e-05	0.1	2	0.049971	1.0769e-09	0.99965	0.00034952	0.01	0.099999	0.0099994	3.3097e-06	7.4886e-15	7.4785e-10	0.0010342	0.99897	0.053832	8.9998	0.00019144	4.5046e-12	7.4886e-12	0.00016555	0.99915	0.99157	0.0084222	5.427e-06	0.0034954	0.1491	7.9998e-10	9.9986e-15
0.49308	7.1999		0.97953	0.11		4.6319e-11	4.6319e-05	0.00012784	5.3928e-05	-4.5878e-05	9.0882e-05	4.5878e-05	0.1	2	0.049967	1.2455e-09	0.99965	0.00034933	0.01	0.099998	0.0099993	3.8351e-06	7.4896e-15	7.4785e-10	0.0015895	0.99841	0.031384	8.9998	0.00024487	4.505e-12	7.4896e-12	0.00019084	0.99905	0.99059	0.0093986	6.7826e-06	0.0034936	0.17241	7.9998e-10	9.9984e-15
0.5131	7.1999		0.97953	0.11		4.7302e-11	4.7302e-05	0.00013336	5.5239e-05	-4.684e-05	9.2765e-05	4.684e-05	0.1	2	0.049966	1.2961e-09	0.99965	0.00034916	0.01	0.099998	0.0099993	4.0007e-06	7.4899e-15	7.4785e-10	0.0020741	0.99793	0.024988	8.9997	0.00026142	4.5051e-12	7.4899e-12	0.00019839	0.99902	0.99031	0.0096759	7.1962e-06	0.0034925	0.1794	7.9998e-10	9.9984e-15
0.53312	7.1999		0.97953	0.11		4.8315e-11	4.8315e-05	0.000139	5.6588e-05	-4.7831e-05	9.4707e-05	4.7831e-05	0.1	2	0.049964	1.3467e-09	0.99965	0.00034892	0.01	0.099998	0.0099993	4.1699e-06	7.4902e-15	7.4785e-10	0.0027852	0.99721	0.018829	8.9997	0.00027834	4.5052e-12	7.4903e-12	0.00020593	0.99899	0.99004	0.009946	7.6116e-06	0.0034904	0.18639	7.9998e-10	9.9983e-15
0.55313	7.1999		0.97953	0.11		4.9361e-11	4.9361e-05	0.00014476	5.7978e-05	-4.8856e-05	9.6714e-05	4.8856e-05	0.1	2	0.049963	1.3973e-09	0.99965	0.00034859	0.01	0.099998	0.0099992	4.3428e-06	7.4905e-15	7.4785e-10	0.0037291	0.99627	0.012917	8.9997	0.00029546	4.5053e-12	7.4906e-12	0.00021346	0.99896	0.98977	0.010209	8.0278e-06	0.0034876	0.19337	7.9998e-10	9.9983e-15
0.57315	7.1998		0.97953	0.11		5.044e-11	5.044e-05	0.00015065	5.9407e-05	-4.9912e-05	9.8782e-05	4.9912e-05	0.1	2	0.049962	1.4479e-09	0.99965	0.00034808	0.01	0.099998	0.0099992	4.5195e-06	7.4908e-15	7.4785e-10	0.0052407	0.99476	0.0075882	8.9997	0.00031266	4.5053e-12	7.4909e-12	0.00022097	0.99894	0.98952	0.010465	8.4436e-06	0.0034833	0.20034	7.9998e-10	9.9982e-15
0.59317	7.1998		0.97953	0.11		5.1543e-11	5.1543e-05	0.00015667	6.0868e-05	-5.0992e-05	0.0001009	5.0992e-05	0.1	2	0.04996	1.4986e-09	0.99965	0.00034717	0.01	0.099998	0.0099992	4.7001e-06	7.4911e-15	7.4785e-10	0.0079085	0.99209	0.003438	8.9997	0.00032989	4.5054e-12	7.4912e-12	0.00022847	0.99891	0.98927	0.010713	8.8581e-06	0.0034763	0.2073	7.9998e-10	9.9982e-15
0.63216	7.1998		0.97953	0.11		5.3736e-11	5.3736e-05	0.00016875	6.3781e-05	-5.3141e-05	0.00010511	5.3141e-05	0.1	2	0.049958	1.5972e-09	0.99966	0.00034379	0.01	0.099998	0.0099991	5.0626e-06	7.4917e-15	7.4786e-10	0.017757	0.98224	0.00011108	8.9996	0.00036353	4.5056e-12	7.4917e-12	0.00024302	0.99887	0.9888	0.011178	9.6599e-06	0.0034482	0.22077	7.9998e-10	9.9981e-15
0.64021	7.1998		0.97953	0.11		5.4195e-11	5.4195e-05	0.00017131	6.4392e-05	-5.359e-05	0.00010598	5.359e-05	0.1	2	0.049957	1.6175e-09	0.99966	0.00034286	0.01	0.099998	0.0099991	5.1393e-06	7.4918e-15	7.4786e-10	0.020411	0.97959	6.1454e-05	8.9996	0.00037049	4.5056e-12	7.4919e-12	0.00024603	0.99886	0.98871	0.01127	9.8243e-06	0.0034399	0.22354	7.9998e-10	9.9981e-15
