Time	pHLumen	pHStroma	FractionActiveCytochrome	lumenCharge	stromaCharge	TotalChargeDifference	deltapsi	deltapH	pmf	deltamuCl	deltamuMg	deltamuK	LightIntensity	ATP	ActiveATPs	Antheraxanthin	Fdxox	Fdxr	LumenCl	LumenK	LumenMg	LumenProtons	P680ex	P680plus	P700ox	P700r	PCr	PQ	PQH2	PSIIChlEx	PheAnion	PsbSQ	QAox	QBneut	QBred1	QBred2	Thrdx	TotalLEF	Volume	Zeaxanthin
120.2042	7.1787		0.97832	0.020004		2.9832e-10	0.00029832	0.021339	0.0015685	-2.4717e-05	1.0402e-05	8.6941e-05	0.1	3.3061	0.035601	3.7424e-07	0.99998	2.243e-05	0.010106	0.0099186	0.0097758	0.00064016	7.5246e-15	7.4852e-10	0.93591	0.064086	3.9977e-06	8.999	0.0010317	4.5078e-12	7.5246e-12	0.0045843	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.8126	7.9159e-10	4.5246e-14
121.2042	7.1786		0.97832	0.020004		2.9859e-10	0.00029859	0.021362	0.0015701	-2.4435e-05	1.0464e-05	8.6904e-05	0.1	3.3216	0.0355	3.7748e-07	0.99998	2.243e-05	0.010107	0.0099184	0.0097756	0.00064086	7.5246e-15	7.4852e-10	0.93591	0.064086	3.9944e-06	8.999	0.0010317	4.5078e-12	7.5247e-12	0.0045851	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.8351	7.9159e-10	4.5866e-14
122.2042	7.1786		0.97832	0.020004		2.9886e-10	0.00029886	0.021385	0.0015718	-2.4159e-05	1.0523e-05	8.6868e-05	0.1	3.337	0.035399	3.8072e-07	0.99998	2.243e-05	0.010107	0.0099183	0.0097754	0.00064155	7.5247e-15	7.4852e-10	0.93591	0.064086	3.9956e-06	8.999	0.0010317	4.5078e-12	7.5247e-12	0.0045858	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.8575	7.9159e-10	4.6492e-14
123.2042	7.1786		0.97831	0.020004		2.9913e-10	0.00029913	0.021408	0.0015734	-2.3892e-05	1.0585e-05	8.6839e-05	0.1	3.3525	0.035299	3.8396e-07	0.99998	2.243e-05	0.010107	0.0099182	0.0097752	0.00064225	7.5247e-15	7.4852e-10	0.93591	0.064086	3.9932e-06	8.999	0.0010317	4.5078e-12	7.5247e-12	0.0045866	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.8799	7.9159e-10	4.7124e-14
124.2042	7.1786		0.97831	0.020004		2.994e-10	0.0002994	0.021431	0.0015751	-2.3631e-05	1.0646e-05	8.6813e-05	0.1	3.368	0.035198	3.872e-07	0.99998	2.243e-05	0.010107	0.0099181	0.009775	0.00064294	7.5247e-15	7.4853e-10	0.93591	0.064086	3.9957e-06	8.999	0.0010317	4.5078e-12	7.5248e-12	0.0045874	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.9023	7.9159e-10	4.7761e-14
125.2042	7.1785		0.97831	0.020004		2.9968e-10	0.00029968	0.021454	0.0015767	-2.3379e-05	1.0709e-05	8.6791e-05	0.1	3.3835	0.035098	3.9044e-07	0.99998	2.243e-05	0.010107	0.009918	0.0097749	0.00064363	7.5247e-15	7.4853e-10	0.93591	0.064086	3.9926e-06	8.999	0.0010317	4.5078e-12	7.5248e-12	0.0045882	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.9248	7.9158e-10	4.8403e-14
126.2042	7.1785		0.97831	0.020004		2.9996e-10	0.00029996	0.021477	0.0015784	-2.3134e-05	1.0772e-05	8.6773e-05	0.1	3.399	0.034999	3.9367e-07	0.99998	2.243e-05	0.010108	0.0099179	0.0097747	0.00064432	7.5248e-15	7.4853e-10	0.93591	0.064086	3.9962e-06	8.999	0.0010317	4.5078e-12	7.5248e-12	0.0045889	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.9472	7.9158e-10	4.9051e-14
127.2042	7.1785		0.97831	0.020004		3.0023e-10	0.00030023	0.0215	0.00158	-2.2896e-05	1.0836e-05	8.6759e-05	0.1	3.4144	0.034899	3.9691e-07	0.99998	2.243e-05	0.010108	0.0099178	0.0097745	0.00064501	7.5248e-15	7.4853e-10	0.93591	0.064086	3.992e-06	8.999	0.0010317	4.5078e-12	7.5249e-12	0.0045897	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.9696	7.9158e-10	4.9704e-14
128.2042	7.1785		0.97831	0.020004		3.0051e-10	0.00030051	0.021523	0.0015817	-2.2664e-05	1.0899e-05	8.6748e-05	0.1	3.4299	0.0348	4.0015e-07	0.99998	2.243e-05	0.010108	0.0099176	0.0097743	0.0006457	7.5248e-15	7.4853e-10	0.93591	0.064086	3.997e-06	8.999	0.0010317	4.5078e-12	7.5249e-12	0.0045904	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	3.9921	7.9158e-10	5.0363e-14
129.2042	7.1785		0.97831	0.020004		3.0079e-10	0.00030079	0.021546	0.0015833	-2.2439e-05	1.0963e-05	8.6741e-05	0.1	3.4454	0.034702	4.0339e-07	0.99998	2.243e-05	0.010108	0.0099175	0.0097741	0.00064639	7.5249e-15	7.4853e-10	0.93591	0.064086	3.9911e-06	8.999	0.0010317	4.5078e-12	7.5249e-12	0.0045912	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.0145	7.9158e-10	5.1027e-14
130.2042	7.1784		0.97831	0.020004		3.0108e-10	0.00030108	0.021569	0.0015849	-2.2221e-05	1.1027e-05	8.6738e-05	0.1	3.4609	0.034603	4.0663e-07	0.99998	2.243e-05	0.010108	0.0099174	0.0097739	0.00064708	7.5249e-15	7.4853e-10	0.93591	0.064086	3.998e-06	8.999	0.0010317	4.5078e-12	7.525e-12	0.0045919	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.0369	7.9157e-10	5.1696e-14
131.2042	7.1784		0.9783	0.020004		3.0136e-10	0.00030136	0.021592	0.0015866	-2.2009e-05	1.1092e-05	8.6738e-05	0.1	3.4763	0.034505	4.0986e-07	0.99998	2.243e-05	0.010109	0.0099173	0.0097737	0.00064776	7.5249e-15	7.4853e-10	0.93591	0.064086	3.9899e-06	8.999	0.0010317	4.5078e-12	7.525e-12	0.0045927	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.0594	7.9157e-10	5.2371e-14
132.2042	7.1784		0.9783	0.020004		3.0165e-10	0.00030165	0.021615	0.0015882	-2.1804e-05	1.1156e-05	8.6741e-05	0.1	3.4918	0.034407	4.131e-07	0.99998	2.243e-05	0.010109	0.0099172	0.0097735	0.00064845	7.525e-15	7.4853e-10	0.93591	0.064086	3.9994e-06	8.999	0.0010317	4.5078e-12	7.525e-12	0.0045934	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.0818	7.9157e-10	5.3052e-14
133.2042	7.1784		0.9783	0.020004		3.0193e-10	0.00030193	0.021638	0.0015899	-2.1604e-05	1.1221e-05	8.6747e-05	0.1	3.5073	0.03431	4.1634e-07	0.99998	2.243e-05	0.010109	0.0099171	0.0097734	0.00064914	7.525e-15	7.4853e-10	0.93591	0.064086	3.9883e-06	8.999	0.0010317	4.5078e-12	7.5251e-12	0.0045942	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.1042	7.9157e-10	5.3738e-14
134.2042	7.1783		0.9783	0.020004		3.0222e-10	0.00030222	0.021661	0.0015915	-2.141e-05	1.1285e-05	8.6756e-05	0.1	3.5228	0.034212	4.1957e-07	0.99998	2.243e-05	0.010109	0.009917	0.0097732	0.00064983	7.525e-15	7.4853e-10	0.93591	0.064086	4.0013e-06	8.999	0.0010317	4.5078e-12	7.5251e-12	0.0045949	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.1266	7.9156e-10	5.4429e-14
135.2042	7.1783		0.9783	0.020004		3.0251e-10	0.00030251	0.021684	0.0015932	-2.1222e-05	1.135e-05	8.6769e-05	0.1	3.5382	0.034115	4.2281e-07	0.99998	2.243e-05	0.010109	0.0099169	0.009773	0.00065051	7.5251e-15	7.4853e-10	0.93591	0.064086	3.986e-06	8.999	0.0010317	4.5078e-12	7.5251e-12	0.0045957	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.1491	7.9156e-10	5.5126e-14
136.2042	7.1783		0.9783	0.020004		3.028e-10	0.0003028	0.021707	0.0015949	-2.1038e-05	1.1411e-05	8.6782e-05	0.1	3.5537	0.034019	4.2604e-07	0.99998	2.243e-05	0.01011	0.0099168	0.0097728	0.0006512	7.5251e-15	7.4854e-10	0.93591	0.064086	3.9903e-06	8.999	0.0010317	4.5078e-12	7.5252e-12	0.0045964	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.1715	7.9156e-10	5.5828e-14
137.2042	7.1783		0.9783	0.020004		3.031e-10	0.0003031	0.02173	0.0015965	-2.0863e-05	1.1479e-05	8.6803e-05	0.1	3.5692	0.033922	4.2928e-07	0.99998	2.243e-05	0.01011	0.0099167	0.0097726	0.00065189	7.5251e-15	7.4854e-10	0.93591	0.064086	3.9942e-06	8.999	0.0010317	4.5078e-12	7.5252e-12	0.0045971	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.1939	7.9155e-10	5.6536e-14
138.2042	7.1782		0.97829	0.020004		3.0339e-10	0.00030339	0.021753	0.0015982	-2.069e-05	1.1541e-05	8.6822e-05	0.1	3.5846	0.033826	4.3252e-07	0.99998	2.243e-05	0.01011	0.0099166	0.0097724	0.00065258	7.5252e-15	7.4854e-10	0.93591	0.064086	3.9927e-06	8.999	0.0010317	4.5078e-12	7.5252e-12	0.0045979	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.2164	7.9155e-10	5.7249e-14
139.2042	7.1782		0.97829	0.020004		3.0369e-10	0.00030369	0.021775	0.0015998	-2.0524e-05	1.1607e-05	8.6847e-05	0.1	3.6001	0.03373	4.3575e-07	0.99998	2.243e-05	0.01011	0.0099165	0.0097722	0.00065326	7.5252e-15	7.4854e-10	0.93591	0.064086	3.9955e-06	8.999	0.0010317	4.5078e-12	7.5253e-12	0.0045986	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.2388	7.9155e-10	5.7968e-14
140.2042	7.1782		0.97829	0.020004		3.0398e-10	0.00030398	0.021798	0.0016015	-2.0362e-05	1.1669e-05	8.6872e-05	0.1	3.6156	0.033635	4.3899e-07	0.99998	2.243e-05	0.01011	0.0099164	0.009772	0.00065395	7.5252e-15	7.4854e-10	0.93591	0.064086	3.9926e-06	8.999	0.0010317	4.5078e-12	7.5253e-12	0.0045993	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.2612	7.9154e-10	5.8692e-14
141.2042	7.1782		0.97829	0.020004		3.0428e-10	0.00030428	0.021821	0.0016032	-2.0205e-05	1.1733e-05	8.6901e-05	0.1	3.631	0.033539	4.4222e-07	0.99998	2.243e-05	0.01011	0.0099163	0.0097718	0.00065464	7.5253e-15	7.4854e-10	0.93591	0.064086	3.9962e-06	8.999	0.0010317	4.5078e-12	7.5253e-12	0.0046001	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.2837	7.9154e-10	5.9422e-14
142.2042	7.1782		0.97829	0.020004		3.0458e-10	0.00030458	0.021844	0.0016048	-2.0053e-05	1.1796e-05	8.6931e-05	0.1	3.6465	0.033444	4.4546e-07	0.99998	2.243e-05	0.010111	0.0099162	0.0097716	0.00065533	7.5253e-15	7.4854e-10	0.93591	0.064086	3.992e-06	8.999	0.0010317	4.5078e-12	7.5254e-12	0.0046008	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.3061	7.9153e-10	6.0157e-14
143.2042	7.1781		0.97829	0.020004		3.0488e-10	0.00030488	0.021867	0.0016065	-1.9905e-05	1.1859e-05	8.6965e-05	0.1	3.662	0.03335	4.4869e-07	0.99998	2.243e-05	0.010111	0.0099161	0.0097714	0.00065602	7.5254e-15	7.4854e-10	0.93591	0.064086	3.9969e-06	8.999	0.0010317	4.5078e-12	7.5254e-12	0.0046015	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.3285	7.9153e-10	6.0897e-14
144.2042	7.1781		0.97829	0.020004		3.0518e-10	0.00030518	0.02189	0.0016082	-1.9762e-05	1.1921e-05	8.7e-05	0.1	3.6774	0.033255	4.5193e-07	0.99998	2.243e-05	0.010111	0.009916	0.0097712	0.00065671	7.5254e-15	7.4854e-10	0.93591	0.064086	3.9912e-06	8.999	0.0010317	4.5078e-12	7.5254e-12	0.0046023	0.99821	0.98242	0.017536	2.4336e-05	0.0002243	4.3509	7.9153e-10	6.1643e-14
145.2042	7.1781		0.97828	0.020004		3.0549e-10	0.00030549	0.021913	0.0016098	-1.9624e-05	1.1983e-05	8.7038e-05	0.1	3.6929	0.033161	4.5516e-07	0.99998	2.243e-05	0.010111	0.0099159	0.009771	0.0006574	7.5254e-15	7.4854e-10	0.93591	0.064086	3.9979e-06	8.999	0.0010317	4.5078e-12	7.5255e-12	0.004603	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.3734	7.9152e-10	6.2395e-14
146.2042	7.1781		0.97828	0.020004		3.0579e-10	0.00030579	0.021936	0.0016115	-1.9489e-05	1.2045e-05	8.7077e-05	0.1	3.7084	0.033067	4.5839e-07	0.99998	2.243e-05	0.010111	0.0099158	0.0097707	0.00065809	7.5255e-15	7.4854e-10	0.93591	0.064086	3.99e-06	8.999	0.0010317	4.5078e-12	7.5255e-12	0.0046037	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.3958	7.9152e-10	6.3152e-14
147.2042	7.178		0.97828	0.020004		3.061e-10	0.0003061	0.021959	0.0016132	-1.9359e-05	1.2107e-05	8.7119e-05	0.1	3.7238	0.032974	4.6163e-07	0.99998	2.243e-05	0.010112	0.0099156	0.0097705	0.00065878	7.5255e-15	7.4855e-10	0.93591	0.064086	3.9993e-06	8.999	0.0010318	4.5078e-12	7.5255e-12	0.0046045	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.4182	7.9151e-10	6.3914e-14
148.2042	7.178		0.97828	0.020004		3.064e-10	0.0003064	0.021982	0.0016149	-1.9233e-05	1.2168e-05	8.7163e-05	0.1	3.7393	0.032881	4.6486e-07	0.99998	2.243e-05	0.010112	0.0099155	0.0097703	0.00065947	7.5255e-15	7.4855e-10	0.93591	0.064086	3.9884e-06	8.999	0.0010318	4.5078e-12	7.5256e-12	0.0046052	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.4407	7.9151e-10	6.4682e-14
149.2042	7.178		0.97828	0.020004		3.0671e-10	0.00030671	0.022006	0.0016166	-1.9111e-05	1.2229e-05	8.7209e-05	0.1	3.7547	0.032788	4.6809e-07	0.99998	2.243e-05	0.010112	0.0099154	0.0097701	0.00066017	7.5256e-15	7.4855e-10	0.93591	0.064086	4.0012e-06	8.999	0.0010318	4.5078e-12	7.5256e-12	0.0046059	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.4631	7.915e-10	6.5456e-14
150.2042	7.178		0.97828	0.020004		3.0702e-10	0.00030702	0.022029	0.0016182	-1.8993e-05	1.2289e-05	8.7257e-05	0.1	3.7702	0.032695	4.7133e-07	0.99998	2.243e-05	0.010112	0.0099153	0.0097699	0.00066086	7.5256e-15	7.4855e-10	0.93591	0.064086	3.9861e-06	8.999	0.0010318	4.5078e-12	7.5256e-12	0.0046067	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.4855	7.915e-10	6.6234e-14
151.2042	7.1779		0.97828	0.020004		3.0733e-10	0.00030733	0.022052	0.0016199	-1.8876e-05	1.2345e-05	8.7305e-05	0.1	3.7857	0.032602	4.7456e-07	0.99998	2.243e-05	0.010112	0.0099152	0.0097697	0.00066155	7.5256e-15	7.4855e-10	0.93591	0.064086	3.9903e-06	8.999	0.0010318	4.5078e-12	7.5257e-12	0.0046074	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.508	7.9149e-10	6.7019e-14
152.2042	7.1779		0.97828	0.020004		3.0764e-10	0.00030764	0.022075	0.0016216	-1.8768e-05	1.241e-05	8.7359e-05	0.1	3.8011	0.03251	4.7779e-07	0.99998	2.243e-05	0.010112	0.0099151	0.0097695	0.00066225	7.5257e-15	7.4855e-10	0.93591	0.064086	3.9942e-06	8.999	0.0010318	4.5078e-12	7.5257e-12	0.0046081	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.5304	7.9149e-10	6.7808e-14
153.2042	7.1779		0.97827	0.020004		3.0796e-10	0.00030796	0.022098	0.0016233	-1.866e-05	1.2467e-05	8.7411e-05	0.1	3.8166	0.032418	4.8103e-07	0.99998	2.243e-05	0.010113	0.009915	0.0097693	0.00066294	7.5257e-15	7.4855e-10	0.93591	0.064086	3.9927e-06	8.999	0.0010318	4.5078e-12	7.5258e-12	0.0046089	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.5528	7.9148e-10	6.8604e-14
154.2042	7.1779		0.97827	0.020004		3.0827e-10	0.00030827	0.022121	0.001625	-1.8557e-05	1.2527e-05	8.7467e-05	0.1	3.832	0.032327	4.8426e-07	0.99998	2.243e-05	0.010113	0.0099149	0.0097691	0.00066364	7.5257e-15	7.4855e-10	0.93591	0.064086	3.9955e-06	8.999	0.0010318	4.5078e-12	7.5258e-12	0.0046096	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.5752	7.9148e-10	6.9405e-14
155.2042	7.1779		0.97827	0.020004		3.0859e-10	0.00030859	0.022145	0.0016267	-1.8456e-05	1.2585e-05	8.7523e-05	0.1	3.8475	0.032236	4.8749e-07	0.99998	2.243e-05	0.010113	0.0099148	0.0097688	0.00066434	7.5258e-15	7.4855e-10	0.93591	0.064086	3.9926e-06	8.999	0.0010318	4.5078e-12	7.5258e-12	0.0046103	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.5977	7.9147e-10	7.0211e-14
156.2042	7.1778		0.97827	0.020004		3.089e-10	0.0003089	0.022168	0.0016284	-1.8359e-05	1.2643e-05	8.7582e-05	0.1	3.8629	0.032144	4.9072e-07	0.99998	2.243e-05	0.010113	0.0099148	0.0097686	0.00066504	7.5258e-15	7.4855e-10	0.93591	0.064086	3.9961e-06	8.999	0.0010318	4.5078e-12	7.5259e-12	0.0046111	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.6201	7.9147e-10	7.1022e-14
157.2042	7.1778		0.97827	0.020004		3.0922e-10	0.00030922	0.022191	0.0016301	-1.8265e-05	1.27e-05	8.7641e-05	0.1	3.8784	0.032054	4.9395e-07	0.99998	2.243e-05	0.010113	0.0099147	0.0097684	0.00066574	7.5259e-15	7.4855e-10	0.93591	0.064086	3.9921e-06	8.999	0.0010318	4.5078e-12	7.5259e-12	0.0046118	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.6425	7.9146e-10	7.184e-14
158.2042	7.1778		0.97827	0.020004		3.0954e-10	0.00030954	0.022215	0.0016318	-1.8175e-05	1.2758e-05	8.7703e-05	0.1	3.8938	0.031963	4.9719e-07	0.99998	2.243e-05	0.010113	0.0099146	0.0097682	0.00066644	7.5259e-15	7.4856e-10	0.93591	0.064086	3.9969e-06	8.999	0.0010318	4.5078e-12	7.5259e-12	0.0046125	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.665	7.9146e-10	7.2662e-14
159.2042	7.1778		0.97827	0.020004		3.0986e-10	0.00030986	0.022238	0.0016335	-1.8087e-05	1.2815e-05	8.7766e-05	0.1	3.9092	0.031873	5.0042e-07	0.99998	2.243e-05	0.010114	0.0099145	0.009768	0.00066714	7.5259e-15	7.4856e-10	0.93591	0.064086	3.9912e-06	8.999	0.0010318	4.5078e-12	7.526e-12	0.0046133	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.6874	7.9145e-10	7.3491e-14
160.2042	7.1777		0.97826	0.020004		3.1018e-10	0.00031018	0.022261	0.0016353	-1.8003e-05	1.2871e-05	8.783e-05	0.1	3.9247	0.031783	5.0365e-07	0.99998	2.243e-05	0.010114	0.0099144	0.0097677	0.00066784	7.526e-15	7.4856e-10	0.93591	0.064086	3.9979e-06	8.999	0.0010318	4.5078e-12	7.526e-12	0.004614	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.7098	7.9145e-10	7.4324e-14
161.2042	7.1777		0.97826	0.020004		3.105e-10	0.0003105	0.022285	0.001637	-1.7921e-05	1.2927e-05	8.7896e-05	0.1	3.9401	0.031693	5.0688e-07	0.99998	2.243e-05	0.010114	0.0099143	0.0097675	0.00066855	7.526e-15	7.4856e-10	0.93591	0.064086	3.9901e-06	8.999	0.0010318	4.5078e-12	7.5261e-12	0.0046148	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.7323	7.9144e-10	7.5163e-14
162.2042	7.1777		0.97826	0.020004		3.1082e-10	0.00031082	0.022308	0.0016387	-1.7843e-05	1.2983e-05	8.7964e-05	0.1	3.9556	0.031604	5.1011e-07	0.99998	2.243e-05	0.010114	0.0099142	0.0097673	0.00066925	7.526e-15	7.4856e-10	0.93591	0.064086	3.9992e-06	8.999	0.0010318	4.5078e-12	7.5261e-12	0.0046155	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.7547	7.9143e-10	7.6008e-14
163.2042	7.1777		0.97826	0.020004		3.1115e-10	0.00031115	0.022332	0.0016404	-1.7767e-05	1.3038e-05	8.8032e-05	0.1	3.971	0.031515	5.1334e-07	0.99998	2.243e-05	0.010114	0.0099141	0.0097671	0.00066996	7.5261e-15	7.4856e-10	0.93591	0.064086	3.9884e-06	8.999	0.0010318	4.5078e-12	7.5261e-12	0.0046162	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.7771	7.9143e-10	7.6858e-14
164.2042	7.1776		0.97826	0.020004		3.1147e-10	0.00031147	0.022356	0.0016422	-1.7694e-05	1.3093e-05	8.8102e-05	0.1	3.9864	0.031426	5.1657e-07	0.99998	2.243e-05	0.010114	0.009914	0.0097668	0.00067067	7.5261e-15	7.4856e-10	0.93591	0.064086	4.0011e-06	8.999	0.0010318	4.5078e-12	7.5262e-12	0.004617	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.7995	7.9142e-10	7.7714e-14
165.2042	7.1776		0.97826	0.020004		3.118e-10	0.0003118	0.022379	0.0016439	-1.7623e-05	1.3147e-05	8.8173e-05	0.1	4.0018	0.031337	5.198e-07	0.99998	2.243e-05	0.010114	0.0099139	0.0097666	0.00067138	7.5262e-15	7.4856e-10	0.93591	0.064086	3.9862e-06	8.999	0.0010318	4.5078e-12	7.5262e-12	0.0046177	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.822	7.9142e-10	7.8575e-14
166.2042	7.1776		0.97826	0.020004		3.1212e-10	0.00031212	0.022403	0.0016456	-1.7553e-05	1.3197e-05	8.8244e-05	0.1	4.0173	0.031249	5.2303e-07	0.99998	2.243e-05	0.010115	0.0099138	0.0097664	0.00067209	7.5262e-15	7.4856e-10	0.93591	0.064086	3.9904e-06	8.999	0.0010318	4.5078e-12	7.5262e-12	0.0046185	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.8444	7.9141e-10	7.9442e-14
167.2042	7.1776		0.97825	0.020004		3.1245e-10	0.00031245	0.022427	0.0016474	-1.749e-05	1.3257e-05	8.832e-05	0.1	4.0327	0.031161	5.2626e-07	0.99998	2.243e-05	0.010115	0.0099137	0.0097662	0.0006728	7.5262e-15	7.4856e-10	0.93591	0.064086	3.9942e-06	8.999	0.0010318	4.5078e-12	7.5263e-12	0.0046192	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.8668	7.914e-10	8.0314e-14
168.2042	7.1775		0.97825	0.020004		3.1278e-10	0.00031278	0.02245	0.0016491	-1.7426e-05	1.3307e-05	8.8394e-05	0.1	4.0481	0.031073	5.2949e-07	0.99998	2.243e-05	0.010115	0.0099136	0.0097659	0.00067351	7.5263e-15	7.4856e-10	0.93591	0.064086	3.9928e-06	8.999	0.0010318	4.5078e-12	7.5263e-12	0.0046199	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.8893	7.914e-10	8.1192e-14
169.2042	7.1775		0.97825	0.020004		3.1311e-10	0.00031311	0.022474	0.0016508	-1.7366e-05	1.3362e-05	8.8471e-05	0.1	4.0635	0.030985	5.3272e-07	0.99998	2.243e-05	0.010115	0.0099135	0.0097657	0.00067422	7.5263e-15	7.4857e-10	0.93591	0.064086	3.9955e-06	8.999	0.0010318	4.5078e-12	7.5264e-12	0.0046207	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.9117	7.9139e-10	8.2075e-14
170.2042	7.1775		0.97825	0.020004		3.1344e-10	0.00031344	0.022498	0.0016526	-1.7308e-05	1.3414e-05	8.8547e-05	0.1	4.079	0.030898	5.3595e-07	0.99998	2.243e-05	0.010115	0.0099134	0.0097655	0.00067494	7.5263e-15	7.4857e-10	0.93591	0.064086	3.9926e-06	8.999	0.0010318	4.5078e-12	7.5264e-12	0.0046214	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.9341	7.9138e-10	8.2963e-14
171.2042	7.1775		0.97825	0.020004		3.1378e-10	0.00031378	0.022522	0.0016543	-1.7252e-05	1.3467e-05	8.8626e-05	0.1	4.0944	0.030811	5.3918e-07	0.99998	2.243e-05	0.010115	0.0099133	0.0097652	0.00067565	7.5264e-15	7.4857e-10	0.93591	0.064086	3.9961e-06	8.999	0.0010318	4.5078e-12	7.5264e-12	0.0046222	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.9565	7.9138e-10	8.3858e-14
172.2042	7.1775		0.97825	0.020004		3.1411e-10	0.00031411	0.022546	0.0016561	-1.7198e-05	1.3518e-05	8.8705e-05	0.1	4.1098	0.030724	5.4241e-07	0.99998	2.243e-05	0.010116	0.0099132	0.009765	0.00067637	7.5264e-15	7.4857e-10	0.93591	0.064086	3.9921e-06	8.999	0.0010318	4.5078e-12	7.5265e-12	0.0046229	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	4.979	7.9137e-10	8.4757e-14
173.2042	7.1774		0.97825	0.020004		3.1444e-10	0.00031444	0.02257	0.0016579	-1.7147e-05	1.357e-05	8.8786e-05	0.1	4.1252	0.030638	5.4564e-07	0.99998	2.243e-05	0.010116	0.0099131	0.0097648	0.00067709	7.5265e-15	7.4857e-10	0.93591	0.064086	3.9968e-06	8.999	0.0010318	4.5078e-12	7.5265e-12	0.0046237	0.99821	0.98241	0.017536	2.4336e-05	0.0002243	5.0014	7.9136e-10	8.5662e-14
174.2042	7.1774		0.97824	0.020004		3.1478e-10	0.00031478	0.022594	0.0016596	-1.7097e-05	1.3621e-05	8.8867e-05	0.1	4.1406	0.030551	5.4887e-07	0.99998	2.243e-05	0.010116	0.009913	0.0097645	0.00067781	7.5265e-15	7.4857e-10	0.93591	0.064086	3.9913e-06	8.999	0.0010318	4.5078e-12	7.5265e-12	0.0046244	0.99821	0.98241	0.017536	2.4337e-05	0.0002243	5.0238	7.9136e-10	8.6573e-14
175.2042	7.1774		0.97824	0.020004		3.1511e-10	0.00031511	0.022618	0.0016614	-1.705e-05	1.3672e-05	8.8949e-05	0.1	4.156	0.030465	5.521e-07	0.99998	2.243e-05	0.010116	0.0099129	0.0097643	0.00067853	7.5265e-15	7.4857e-10	0.93591	0.064086	3.9978e-06	8.999	0.0010318	4.5078e-12	7.5266e-12	0.0046252	0.99821	0.98241	0.017536	2.4337e-05	0.0002243	5.0463	7.9135e-10	8.7489e-14
